Job_Title,Experience_Level,Employment_Type,Work_Models,Work_Year,Employee_Residence,Salary, Salary_Currency ,Company_Location,Company_Size,Salary_Range,Per_Year_Pakage
Data Science,Senior-level,Full-time,On-site,2024,United States,261050, USD ,United States,Medium,High,3132600
Research Engineer,Senior-level,Full-time,On-site,2023,United States,261500, USD ,United States,Large,High,3138000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,261500, USD ,United States,Large,High,3138000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,262000, USD ,United States,Medium,High,3144000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,262000, USD ,United States,Medium,High,3144000
ML Engineer,Senior-level,Full-time,Remote,2023,United States,262269, USD ,United States,Medium,High,3147228
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,262500, USD ,United States,Large,High,3150000
Data Architect,Senior-level,Full-time,On-site,2023,United States,263100, USD ,United States,Medium,High,3157200
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,263500, USD ,United States,Medium,High,3162000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,263500, USD ,United States,Medium,High,3162000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,264400, USD ,United States,Medium,High,3172800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,264846, USD ,United States,Medium,High,3178152
Data Scientist,Senior-level,Full-time,Remote,2023,United States,265000, USD ,United States,Medium,High,3180000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,265000, USD ,United States,Medium,High,3180000
Data Engineer,Executive-level,Full-time,On-site,2023,United States,265000, USD ,United States,Medium,High,3180000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,265000, USD ,United States,Medium,High,3180000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,265800, USD ,United States,Medium,High,3189600
Data Engineer,Executive-level,Full-time,Remote,2023,United States,265800, USD ,United States,Medium,High,3189600
AI Architect,Senior-level,Full-time,On-site,2024,United States,266000, USD ,United States,Medium,High,3192000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,266000, USD ,United States,Medium,High,3192000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266000, USD ,United States,Medium,High,3192000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,266000, USD ,United States,Medium,High,3192000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266400, USD ,United States,Medium,High,3196800
Data Architect,Senior-level,Full-time,Remote,2022,United States,266400, USD ,United States,Medium,High,3196800
Research Engineer,Senior-level,Full-time,On-site,2023,United States,266450, USD ,United States,Medium,High,3197400
Data Science Engineer,Senior-level,Full-time,On-site,2023,United States,266450, USD ,United States,Medium,High,3197400
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266500, USD ,United States,Medium,High,3198000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,Canada,266500, USD ,Canada,Medium,High,3198000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,266875, USD ,United States,Medium,High,3202500
Data Engineer,Senior-level,Full-time,On-site,2023,United States,266875, USD ,United States,Medium,High,3202500
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,267000, USD ,United States,Medium,High,3204000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,267100, USD ,United States,Medium,High,3205200
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,267720, USD ,United States,Medium,High,3212640
ML Engineer,Senior-level,Full-time,On-site,2023,United States,267720, USD ,United States,Medium,High,3212640
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,267900, USD ,United States,Medium,High,3214800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,268000, USD ,United States,Medium,High,3216000
Data Engineer,Executive-level,Full-time,Remote,2023,United States,268000, USD ,United States,Medium,High,3216000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,268000, USD ,United States,Medium,High,3216000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,Canada,269000, USD ,Canada,Medium,High,3228000
Data Engineer,Senior-level,Full-time,On-site,2024,United States,269100, USD ,United States,Medium,High,3229200
Data Engineer,Senior-level,Full-time,On-site,2023,United States,269100, USD ,United States,Medium,High,3229200
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,269500, USD ,United States,Medium,High,3234000
Head of Data,Executive-level,Full-time,Remote,2023,United States,269600, USD ,United States,Medium,High,3235200
Head of Data,Executive-level,Full-time,On-site,2023,United States,269600, USD ,United States,Medium,High,3235200
ML Engineer,Senior-level,Full-time,Remote,2023,United States,270000, USD ,United States,Medium,High,3240000
Research Scientist,Mid-level,Full-time,On-site,2023,United States,270000, USD ,United States,Large,High,3240000
Head of Data,Executive-level,Full-time,Remote,2023,United States,270000, USD ,United States,Medium,High,3240000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,270000, USD ,United States,Medium,High,3240000
Data Science Manager,Mid-level,Full-time,Remote,2023,United States,270000, USD ,United States,Medium,High,3240000
ML Engineer,Mid-level,Contract,Remote,2021,United States,270000, USD ,United States,Large,High,3240000
Data Science,Senior-level,Full-time,On-site,2023,United States,270250, USD ,United States,Medium,High,3243000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,270703, USD ,United States,Medium,High,3248436
Data Science Lead,Senior-level,Full-time,On-site,2023,United States,272000, USD ,United States,Medium,High,3264000
Machine Learning Software Engineer,Senior-level,Full-time,On-site,2023,United States,272000, USD ,United States,Medium,High,3264000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,272290, USD ,United States,Medium,High,3267480
Data Scientist,Senior-level,Full-time,On-site,2023,United States,272300, USD ,United States,Medium,High,3267600
Data Scientist,Senior-level,Full-time,On-site,2023,United States,272400, USD ,United States,Medium,High,3268800
Data Science Manager,Executive-level,Full-time,On-site,2023,United States,272400, USD ,United States,Large,High,3268800
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,272400, USD ,United States,Large,High,3268800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,272550, USD ,United States,Medium,High,3270600
Data Scientist,Senior-level,Full-time,Remote,2022,United States,272550, USD ,United States,Medium,High,3270600
Research Engineer,Senior-level,Full-time,On-site,2023,United States,273000, USD ,United States,Medium,High,3276000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,273400, USD ,United States,Medium,High,3280800
Research Scientist,Senior-level,Full-time,On-site,2023,United States,273400, USD ,United States,Medium,High,3280800
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,273400, USD ,United States,Medium,High,3280800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,273500, USD ,United States,Medium,High,3282000
Data Architect,Senior-level,Full-time,On-site,2023,United States,274450, USD ,United States,Medium,High,3293400
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
Research Scientist,Mid-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
NLP Engineer,Senior-level,Full-time,On-site,2023,United States,275000, USD ,United States,Medium,High,3300000
ML Engineer,Senior-level,Full-time,On-site,2023,Germany,275000, USD ,Germany,Medium,High,3300000
Research Engineer,Senior-level,Full-time,On-site,2023,Germany,275000, USD ,Germany,Medium,High,3300000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,Germany,275000, USD ,Germany,Medium,High,3300000
Data Engineer,Mid-level,Full-time,On-site,2023,Canada,275000, USD ,Canada,Medium,High,3300000
Data Engineer,Senior-level,Full-time,Remote,2022,United States,275000, USD ,United States,Medium,High,3300000
AI Developer,Senior-level,Full-time,On-site,2022,Canada,275000, USD ,Canada,Small,High,3300000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,275300, USD ,United States,Medium,High,3303600
ML Engineer,Senior-level,Full-time,Remote,2023,United States,275300, USD ,United States,Medium,High,3303600
Data Engineer,Senior-level,Full-time,Remote,2023,United States,275300, USD ,United States,Medium,High,3303600
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,275300, USD ,United States,Medium,High,3303600
Data Scientist,Senior-level,Full-time,On-site,2023,United States,275500, USD ,United States,Medium,High,3306000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,276000, USD ,United States,Medium,High,3312000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,276000, USD ,United States,Medium,High,3312000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,276000, USD ,United States,Medium,High,3312000
Lead Data Engineer,Senior-level,Full-time,On-site,2021,United States,276000, USD ,United States,Large,High,3312000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,277000, USD ,United States,Medium,High,3324000
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,277300, USD ,United Kingdom,Medium,High,3327600
Data Scientist,Senior-level,Full-time,On-site,2023,United States,277500, USD ,United States,Medium,High,3330000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,278000, USD ,United States,Medium,High,3336000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,278300, USD ,United States,Medium,High,3339600
Research Scientist,Senior-level,Full-time,On-site,2024,United States,278700, USD ,United States,Medium,High,3344400
Research Scientist,Senior-level,Full-time,On-site,2023,United States,278700, USD ,United States,Medium,High,3344400
Data Scientist,Senior-level,Full-time,On-site,2023,United States,278700, USD ,United States,Medium,High,3344400
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,280000, USD ,United States,Medium,High,3360000
Data Science,Mid-level,Full-time,On-site,2023,United States,280000, USD ,United States,Medium,High,3360000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,280000, USD ,United States,Medium,High,3360000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,280000, USD ,United States,Medium,High,3360000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,280000, USD ,United States,Medium,High,3360000
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,280000, USD ,United States,Medium,High,3360000
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,280000, USD ,United States,Medium,High,3360000
Research Scientist,Mid-level,Full-time,Hybrid,2023,United Kingdom,280000, USD ,United Kingdom,Large,High,3360000
Data Architect,Senior-level,Full-time,Remote,2023,United States,280100, USD ,United States,Medium,High,3361200
Data Engineer,Senior-level,Full-time,On-site,2023,United States,280600, USD ,United States,Medium,High,3367200
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,280700, USD ,United States,Medium,High,3368400
Data Scientist,Senior-level,Full-time,Remote,2023,Canada,280830, USD ,Canada,Medium,High,3369960
Data Scientist,Senior-level,Full-time,On-site,2023,United States,280889, USD ,United States,Medium,High,3370668
Research Engineer,Senior-level,Full-time,On-site,2023,United States,281000, USD ,United States,Medium,High,3372000
Data Scientist,Senior-level,Full-time,On-site,2023,Canada,281000, USD ,Canada,Medium,High,3372000
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,281700, USD ,United States,Medium,High,3380400
Data Engineer,Senior-level,Full-time,On-site,2024,United States,282000, USD ,United States,Medium,High,3384000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,282000, USD ,United States,Medium,High,3384000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,283000, USD ,United States,Medium,High,3396000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,283050, USD ,United States,Medium,High,3396600
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,283200, USD ,United States,Medium,High,3398400
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,283200, USD ,United States,Medium,High,3398400
Data Architect,Senior-level,Full-time,On-site,2024,United States,283500, USD ,United States,Medium,High,3402000
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,283780, USD ,United States,Medium,High,3405360
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,283780, USD ,United States,Medium,High,3405360
Deep Learning Engineer,Senior-level,Full-time,On-site,2023,United States,283780, USD ,United States,Medium,High,3405360
Data Engineer,Senior-level,Full-time,On-site,2023,United States,283780, USD ,United States,Medium,High,3405360
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,284000, USD ,United States,Medium,High,3408000
Data Engineer,Executive-level,Full-time,Remote,2023,United States,284000, USD ,United States,Medium,High,3408000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,284050, USD ,United States,Medium,High,3408600
Data Engineer,Senior-level,Full-time,On-site,2023,United States,284310, USD ,United States,Medium,High,3411720
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,284310, USD ,United States,Medium,High,3411720
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,285000, USD ,United States,Large,High,3420000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,285000, USD ,United States,Medium,High,3420000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,285000, USD ,United States,Medium,High,3420000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,285000, USD ,United States,Medium,High,3420000
Data Architect,Senior-level,Full-time,Remote,2023,United States,285000, USD ,United States,Medium,High,3420000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,285000, USD ,United States,Medium,High,3420000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,285800, USD ,United States,Medium,High,3429600
Data Scientist,Senior-level,Full-time,Remote,2023,United States,285800, USD ,United States,Medium,High,3429600
Data Engineer,Senior-level,Full-time,On-site,2023,United States,286000, USD ,United States,Medium,High,3432000
Data Engineer,Executive-level,Full-time,Remote,2023,United States,286000, USD ,United States,Medium,High,3432000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,287500, USD ,United States,Medium,High,3450000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,287500, USD ,United States,Medium,High,3450000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,287500, USD ,United States,Medium,High,3450000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,Australia,287500, USD ,Australia,Medium,High,3450000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,287700, USD ,United States,Large,High,3452400
Data Engineer,Senior-level,Full-time,Remote,2023,United States,288000, USD ,United States,Medium,High,3456000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,288000, USD ,United States,Medium,High,3456000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,289076, USD ,United States,Medium,High,3468912
ML Engineer,Senior-level,Full-time,On-site,2023,United States,289076, USD ,United States,Medium,High,3468912
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,289120, USD ,United States,Medium,High,3469440
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,289800, USD ,United States,Medium,High,3477600
Analytics Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,289800, USD ,United Kingdom,Medium,High,3477600
Data Scientist,Senior-level,Full-time,On-site,2023,United States,290000, USD ,United States,Medium,High,3480000
ML Engineer,Senior-level,Full-time,Remote,2023,United States,290000, USD ,United States,Medium,High,3480000
Head of Data,Executive-level,Full-time,Remote,2023,United States,290000, USD ,United States,Large,High,3480000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,290000, USD ,United States,Medium,High,3480000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,290300, USD ,United States,Medium,High,3483600
ML Engineer,Senior-level,Full-time,On-site,2023,United States,291500, USD ,United States,Medium,High,3498000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,291500, USD ,United States,Medium,High,3498000
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,292000, USD ,United States,Medium,High,3504000
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,292200, USD ,United States,Medium,High,3506400
Research Scientist,Senior-level,Full-time,On-site,2023,United States,293000, USD ,United States,Medium,High,3516000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,293000, USD ,United States,Medium,High,3516000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,293000, USD ,United States,Medium,High,3516000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,294000, USD ,United States,Medium,High,3528000
Research Engineer,Mid-level,Full-time,On-site,2024,United States,295000, USD ,United States,Medium,High,3540000
Research Scientist,Senior-level,Full-time,On-site,2024,United States,295000, USD ,United States,Medium,High,3540000
Research Engineer,Senior-level,Full-time,On-site,2024,United States,295000, USD ,United States,Medium,High,3540000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,295000, USD ,United States,Medium,High,3540000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,295490, USD ,United States,Medium,High,3545880
Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,295500, USD ,United States,Medium,High,3546000
Data Scientist,Senior-level,Full-time,On-site,2024,United States,296100, USD ,United States,Medium,High,3553200
Data Scientist,Senior-level,Full-time,On-site,2023,United States,296100, USD ,United States,Medium,High,3553200
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,296400, USD ,United States,Medium,High,3556800
Data Scientist,Mid-level,Full-time,On-site,2023,United States,296980, USD ,United States,Medium,High,3563760
Data Scientist,Senior-level,Full-time,On-site,2023,United States,297000, USD ,United States,Medium,High,3564000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,297000, USD ,United States,Medium,High,3564000
Data Scientist,Senior-level,Full-time,Remote,2023,United States,297300, USD ,United States,Medium,High,3567600
Data Science Manager,Senior-level,Full-time,Remote,2023,United States,297300, USD ,United States,Medium,High,3567600
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,297300, USD ,United States,Medium,High,3567600
ML Engineer,Senior-level,Full-time,Remote,2023,United States,297300, USD ,United States,Medium,High,3567600
Data Engineer,Executive-level,Full-time,Remote,2022,United States,297500, USD ,United States,Medium,High,3570000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,299000, USD ,United States,Medium,High,3588000
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,299500, USD ,United States,Medium,High,3594000
Data Scientist,Executive-level,Full-time,Remote,2023,United States,299500, USD ,United States,Medium,High,3594000
Data Science Manager,Senior-level,Full-time,On-site,2022,United States,299500, USD ,United States,Medium,High,3594000
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,300000, USD ,United States,Medium,High,3600000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,300000, USD ,United States,Medium,High,3600000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Research Engineer,Mid-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Research Scientist,Mid-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
Finance Data Analyst,Senior-level,Contract,Remote,2023,France,300000, EUR ,United States,Medium,High,3600000
Data Scientist,Executive-level,Full-time,On-site,2023,United States,300000, USD ,United States,Medium,High,3600000
AI Engineer,Mid-level,Full-time,Remote,2023,Qatar,300000, USD ,Qatar,Medium,High,3600000
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000, GBP ,United Kingdom,Medium,High,3600000
AI Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000, GBP ,United Kingdom,Medium,High,3600000
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,300000, GBP ,United Kingdom,Medium,High,3600000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000, USD ,United Kingdom,Medium,High,3600000
ML Engineer,Mid-level,Full-time,On-site,2023,Australia,300000, USD ,Australia,Medium,High,3600000
Data Engineer,Senior-level,Full-time,On-site,2022,United States,300000, USD ,United States,Medium,High,3600000
Research Scientist,Senior-level,Full-time,Remote,2022,United States,300000, USD ,United States,Medium,High,3600000
Data Science Manager,Senior-level,Full-time,Remote,2022,United States,300000, USD ,United States,Medium,High,3600000
Managing Director Data Science,Executive-level,Full-time,Remote,2020,United States,300000, USD ,United States,Large,High,3600000
AI Scientist,Entry-level,Full-time,Hybrid,2020,Denmark,300000, DKK ,Denmark,Small,High,3600000
Data Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,300105, USD ,United States,Medium,High,3601260
Data Scientist,Senior-level,Full-time,On-site,2023,United States,300240, USD ,United States,Medium,High,3602880
Machine Learning Software Engineer,Senior-level,Full-time,On-site,2023,United States,302000, USD ,United States,Medium,High,3624000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,303050, USD ,United States,Medium,High,3636600
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,303400, USD ,United States,Medium,High,3640800
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,Canada,303400, USD ,Canada,Medium,High,3640800
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,304000, USD ,United States,Medium,High,3648000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,304200, USD ,United States,Medium,High,3650400
Data Engineer,Senior-level,Full-time,On-site,2023,United States,304750, USD ,United States,Medium,High,3657000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,305000, USD ,United States,Medium,High,3660000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,305000, USD ,United States,Medium,High,3660000
AI Architect,Senior-level,Full-time,Remote,2023,United States,305100, USD ,United States,Medium,High,3661200
Data Scientist,Senior-level,Full-time,On-site,2023,United States,305600, USD ,United States,Medium,High,3667200
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,305600, USD ,United States,Medium,High,3667200
Data Architect,Senior-level,Full-time,Remote,2023,United States,306000, USD ,United States,Medium,High,3672000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,306000, USD ,United States,Medium,High,3672000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,Canada,306400, USD ,Canada,Medium,High,3676800
Data Scientist,Senior-level,Full-time,On-site,2023,United States,307100, USD ,United States,Medium,High,3685200
Data Engineer,Mid-level,Full-time,On-site,2024,United States,308000, USD ,United States,Medium,High,3696000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,308000, USD ,United States,Medium,High,3696000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,308000, USD ,United States,Medium,High,3696000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,309000, USD ,United States,Medium,High,3708000
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,309400, USD ,United States,Large,High,3712800
Data Scientist,Mid-level,Full-time,On-site,2024,United States,310000, USD ,United States,Medium,High,3720000
Data Scientist,Mid-level,Full-time,On-site,2023,United States,310000, USD ,United States,Medium,High,3720000
Data Architect,Senior-level,Full-time,Remote,2023,United States,310000, USD ,United States,Medium,High,3720000
Research Engineer,Senior-level,Full-time,On-site,2023,United States,310000, USD ,United States,Medium,High,3720000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,310000, USD ,United States,Medium,High,3720000
Data Engineer,Executive-level,Full-time,Remote,2023,United States,310000, USD ,United States,Medium,High,3720000
Data Engineer,Executive-level,Full-time,Remote,2022,United States,310000, USD ,United States,Medium,High,3720000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,310270, USD ,United States,Medium,High,3723240
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,311000, USD ,United States,Medium,High,3732000
Head of Data Science,Executive-level,Full-time,On-site,2023,United States,314100, USD ,United States,Medium,High,3769200
Data Engineer,Senior-level,Full-time,Remote,2022,United States,315000, USD ,United States,Medium,High,3780000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,315300, USD ,United States,Medium,High,3783600
ML Engineer,Senior-level,Full-time,On-site,2023,United States,315850, USD ,United States,Medium,High,3790200
Data Scientist,Senior-level,Full-time,On-site,2023,United States,316000, USD ,United States,Medium,High,3792000
AI Architect,Senior-level,Full-time,On-site,2024,United States,317000, USD ,United States,Medium,High,3804000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,317070, USD ,United States,Medium,High,3804840
Data Scientist,Senior-level,Full-time,On-site,2023,United States,317070, USD ,United States,Medium,High,3804840
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,318300, USD ,United States,Medium,High,3819600
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,319000, USD ,United States,Medium,High,3828000
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,319000, USD ,United States,Medium,High,3828000
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,322000, USD ,United States,Medium,High,3864000
Research Scientist,Senior-level,Full-time,On-site,2023,United States,323300, USD ,United States,Medium,High,3879600
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,323300, USD ,United States,Medium,High,3879600
Data Scientist,Senior-level,Full-time,On-site,2023,United States,323300, USD ,United States,Medium,High,3879600
Data Science,Executive-level,Full-time,Remote,2024,United States,323700, USD ,United States,Medium,High,3884400
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,324000, USD ,United States,Medium,High,3888000
ML Engineer,Senior-level,Full-time,On-site,2024,United States,324000, USD ,United States,Medium,High,3888000
Data Scientist,Senior-level,Full-time,On-site,2024,United States,324000, USD ,United States,Medium,High,3888000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,324000, USD ,United States,Medium,High,3888000
ML Engineer,Senior-level,Full-time,On-site,2023,United States,324000, USD ,United States,Medium,High,3888000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,324000, USD ,United States,Medium,High,3888000
Data Engineer,Executive-level,Full-time,Remote,2022,United States,324000, USD ,United States,Medium,High,3888000
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,325000, USD ,United States,Medium,High,3900000
Analytics Engineering Manager,Senior-level,Full-time,Hybrid,2023,United Kingdom,325000, GBP ,United Kingdom,Large,High,3900000
Director of Data Science,Executive-level,Full-time,Remote,2020,United States,325000, USD ,United States,Large,High,3900000
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,328000, USD ,United States,Medium,High,3936000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,328133, USD ,United States,Medium,High,3937596
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,328400, USD ,United States,Medium,High,3940800
Head of Data,Executive-level,Full-time,Remote,2023,United States,329500, USD ,United States,Medium,High,3954000
Head of Data,Executive-level,Full-time,On-site,2023,United States,329500, USD ,United States,Medium,High,3954000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,329700, USD ,United States,Medium,High,3956400
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,330000, USD ,United States,Medium,High,3960000
Head of Machine Learning,Executive-level,Full-time,On-site,2023,United States,330000, USD ,United States,Medium,High,3960000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,330000, USD ,United States,Medium,High,3960000
AI Architect,Senior-level,Full-time,On-site,2023,United States,330000, USD ,United States,Medium,High,3960000
Head of Data Science,Executive-level,Full-time,On-site,2023,United States,330000, USD ,United States,Medium,High,3960000
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,331640, USD ,United States,Medium,High,3979680
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,331640, USD ,United States,Medium,High,3979680
